jmasoni|zaye34CNQ0mitte%|03:ba:63:51:7f:66|98.251.98.172|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
jcolej|zaystU93987Ymitte%|2b:46:ea:73:ba:05|244.192.26.156|1,3,6,15,119,252|
earnoldk|zay5T9zu5dmitte%|fd:fe:81:57:77:5b|174.184.160.135|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
kcarpenterl|zayO82fkHSmitte%|41:e8:09:a3:30:1c|47.159.45.229|1,3,6,15,119,95,252,44,46|
psimpsonm|zayqqBTWPC7AQvpmitte%|b9:01:cf:ee:8b:09|244.245.12.163|1,121,3,6,15,119,252|
jricen|zayBUVhIJHkFVXmitte%|7e:66:48:30:42:96|116.220.91.191|1,121,3,6,15,119,252|
kowenso|zay6uAVDXNBmitte%|fa:af:1e:4c:01:15|111.231.78.48|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
dhughesp|zayiYxzaZ3DAIamitte%|b4:82:1c:68:f4:2c|209.72.239.226||
lmasonq|zayciiHf8rFzEmitte%|05:a8:38:84:2b:f2|16.153.124.73||
mdeanr|zayJpoqjrmitte%|07:59:19:d0:e0:43|252.220.143.155|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
lmillss|zayQtEHVnRXhghmitte%|26:c9:27:de:39:dc|158.154.18.10|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
wsimpsont|zayT0M0ap4mitte%|e6:81:ef:1b:a7:34|183.63.81.20|1,3,6,15,119,252|
ahudsonu|zayADtsMQKo1mitte%|4d:20:0d:cc:ef:76|238.64.91.111|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
dperkinsv|zayua3GZD6vXAmitte%|1c:dc:2b:c7:3f:22|101.226.112.148|1,3,6,15,28,54|
jfreemanw|zay5duNLnvtnmitte%|54:c0:d3:19:a9:16|32.166.248.85|1,3,6,15,119,252|
mhughesx|zayz3IFjmyPVZTcmitte%|cb:30:b3:81:ca:f1|144.142.96.194|1,121,3,6,15,119,252|
ecarrolly|zayZfSdgKBkmitte%|f8:4d:13:32:72:ae|248.49.243.137|1,121,3,6,15,119,252|
ttorresz|zaygrYH12fIFmitte%|e1:40:05:e5:55:64|58.163.229.153|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
mgray10|zayTyUSdfT3v90mitte%|07:cf:61:78:3e:de|168.181.110.125|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
rlittle11|zaySgFwkCkamitte%|11:95:15:05:e4:c9|9.105.148.222|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
khart12|zayvx2GRjh5DJvFmitte%|39:b9:37:90:20:36|92.171.69.148|1,121,3,6,15,119,252|
pcoleman13|zay9FixZQ0qmitte%|d5:a9:b9:32:98:98|227.93.140.169|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
jpeters14|zayiRWTuJmitte%|04:cb:53:b9:2e:cc|220.211.196.74|1,3,6,15,119,252|
emurray15|zayHo2Xb1mitte%|bb:e5:17:34:cc:b3|49.251.32.234||
sflores16|zayUUmHta2mitte%|e6:e4:d7:1e:fc:8a|84.197.162.195|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
preynolds17|zay2iOVxoQMHmitte%|f1:23:39:78:05:29|234.255.77.229|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
ajacobs18|zayrKT207Hdu8mitte%|48:12:44:90:a2:87|124.210.229.175|1,121,3,6,15,119,252|
awheeler19|zayQzS6jy12JKJVmitte%|76:8a:cd:df:b3:ce|175.109.43.249|1,2,3,6,12,15,28,42,43,66,125|Grandstream GXP2100 dslforum.org
thudson1a|zaybyyRkQmitte%|21:d6:00:3e:bc:3e|102.128.236.49|1,121,3,6,15,119,252|
khoward1b|zayb4YQtPf9mitte%|0d:17:50:71:91:da|81.103.89.118|1,3,6,15,119,252|
lhamilton1c|zayzkL54g0PRmitte%|00:f4:ba:91:40:08|115.168.121.215|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
khunt1d|zayjQa9eOPqCDmitte%|d8:6d:bb:ed:1d:24|8.239.191.84|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
wwilson1e|zayv8b2h1RhoZrYmitte%|f7:1f:09:3d:4b:28|157.104.154.87|1,3,6,12,15,28,33,44,121,249,212|udhcp 0.9.8
sgordon1f|zayzGJvmCmitte%|65:82:91:b8:88:b0|191.128.188.149|1,3,6,15,119,95,252,44,46,47|
trussell1g|zay85H1e2Iohmitte%|ff:86:49:9d:65:4c|183.4.249.122|1,33,3,6,15,28,51,58,59|
sdaniels1h|zaystChBLCwvLmitte%|8d:16:ba:c9:53:e3|95.251.112.184|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
rknight1i|zay60Nzj6W3mHmitte%|ac:22:ec:57:d6:60|133.166.216.7|1,3,6,15,119,252|
rsanders1j|zayEfed1DRemitte%|ab:04:2e:73:47:93|221.100.46.133|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
tdunn1k|zaypgP7iVfoTUWpmitte%|81:00:93:63:92:11|133.255.40.96|1,121,3,6,15,119,252,95,44,46|
dblack1l|zaya1I5rADmitte%|2e:db:ec:5e:95:37|139.227.240.214|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
bbennett1m|zayEdJ7cO00x5Sxmitte%|73:51:b7:31:99:16|67.227.205.58|1,121,3,6,15,119,252|
agreene1n|zay6RPnVGvmitte%|cd:af:11:63:4c:51|131.55.105.96|58,59,6,15,51,54,1,3|
pwallace1o|zayqgGfOW3Umitte%|66:17:a2:65:f6:5e|78.205.26.230||
pharvey1p|zayi2xfyvmmitte%|b5:45:6a:72:b5:98|24.184.43.104||
jfernandez1q|zayQgPkrK9hXq2mitte%|14:7a:fd:7e:b7:71|159.208.234.251|1,121,3,6,15,119,252|
selliott1r|zaybrWvnAfamitte%|42:a1:5e:7e:24:2d|211.132.5.251||
sriley1s|zayyHsCxGfmitte%|4c:4a:ae:c4:96:4d|29.32.229.36|1,3,6,15,119,252|
bcunningham1t|zayucSUcwrhJmitte%|95:7a:b8:be:84:6a|8.44.224.130|1,3,6,15,119,252|
jhawkins1u|zaylfawrwmitte%|c5:72:00:60:40:5c|250.194.226.205|1,3,6,15,119,252|
adavis1v|zaybWK8TB0smitte%|17:b0:21:3c:84:b4|123.173.122.57|1,3,6,15,119,95,252,44,46|
lmedina1w|zaywxycMtfBvmitte%|98:4f:f4:d2:e7:e7|233.206.108.87||
banderson1x|zayc0rN5PEPmitte%|01:3b:5e:8b:a5:05|78.233.162.194|1,121,3,6,15,119,252|
mmurray1y|zayglavSSnxmitte%|d2:df:99:0d:b4:d7|132.39.110.161|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
hfoster1z|zayT7YUB4Wmitte%|8e:85:c4:e4:bf:12|42.228.60.192|1,3,6,15,119,252|
jlittle20|zayIYy8lso9Pimitte%|8b:fe:bc:22:e8:0e|2.59.46.119|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
ccastillo21|zayCRwHTeBmitte%|eb:e5:fa:41:0e:78|88.243.78.111|1,33,3,6,15,28,51,58,59,120|dhcpcd-5.5.6
mwilson22|zay0bquOoyEt9mitte%|42:a5:4c:e8:b1:30|98.124.72.198|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
hmcdonald23|zayJsvDa9mitte%|58:e9:d6:ab:34:23|177.139.216.84|1,121,33,3,6,15,28,51,58,59,119|dhcpcd 4.0.15
sdean24|zay1pEKLGDIrusJmitte%|68:b7:76:91:41:1e|134.235.23.2|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
jmeyer25|zayo7iVnBumitte%|ee:70:32:a3:89:c8|190.22.81.120|1,3,6,15,119,252|
kmitchell26|zayBDizJdmBIbmitte%|8f:c0:20:54:90:23|105.179.126.43|1,121,3,6,15,119,252|
solson27|zayRemzpy2Ymmitte%|1a:3b:fe:22:1e:6e|205.127.161.148|1,3,6,15,119,252|
hnelson28|zayBw89RTJgALdmitte%|71:06:29:a9:7f:e3|216.5.196.202|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
calvarez29|zayK7T33L1zFlmitte%|be:56:ca:5f:b6:80|158.79.26.142|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
eanderson2a|zaybLhyFPamLmitte%|82:f4:f8:63:68:3b|80.206.18.130|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
briley2b|zayeMXMDbfzYmitte%|f4:f9:f6:fb:c1:72|211.248.156.234|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
cwood2c|zayrzNt1KH0mitte%|fc:77:c0:8b:37:b2|146.31.46.193|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
aporter2d|zay2h84P8amyzFmitte%|5e:13:3d:4a:d8:ad|117.187.93.58|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
lbradley2e|zayPVxknp8C7Vdmitte%|73:26:dd:c5:25:34|237.8.93.43|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
ddiaz2f|zayB1gOjEPlmitte%|cb:ed:b9:f7:03:48|224.118.91.70|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
tortiz2g|zayh7xTfPvACZmitte%|3e:48:dd:bc:26:c8|89.252.255.188|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
mfernandez2h|zayOmvgPmpsmitte%|11:4f:72:10:af:7a|175.98.247.181|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
jlewis2i|zayFQ8IFYmnmitte%|59:c9:1b:3e:c7:0f|41.137.119.112|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
jmurphy2j|zayi9W3tSUOmitte%|13:d5:2b:7f:ae:70|181.49.161.126||
mhill2k|zaywC1vTkmitte%|09:81:77:2c:9f:44|158.156.174.80|1,3,6,15|BlackBerry
fwatkins2l|zayPoGHeSp7SVLlmitte%|81:af:f8:2d:81:68|43.153.62.61|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
rporter2m|zayvA7w5Dk26DnLmitte%|9a:62:c8:88:c6:34|245.32.189.71|1,3,6,15,119,95,252,44,46|
khawkins2n|zay0o91LEvO4c2mitte%|57:59:2a:58:bf:07|134.113.119.220|1,121,3,6,15,119,252|
jwarren2o|zay8zLfL0o1Bmitte%|96:07:a7:99:b2:d8|106.1.62.204|1,121,3,6,15,119,252,95,44,46|
hlopez2p|zayVFhOZrrmitte%|ae:10:ca:ae:5c:e1|9.78.242.111|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
kkennedy2q|zaybAWMFXmitte%|11:c4:d9:06:6f:b5|66.146.249.136||
jgordon2r|zayp1CPi0PRFeFmitte%|6e:b7:03:32:28:26|115.206.193.151|1,121,3,6,15,119,252|
lpeterson2s|zayvBWxPhtBmitte%|f5:fd:e2:0d:54:14|247.159.235.101||
joliver2t|zayNgrEKEZmitte%|a1:d0:28:9e:9d:52|0.162.155.224|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
jallen2u|zayMZHyCEMmitte%|08:82:9c:86:f1:55|2.39.173.144||
apayne2v|zayRODpurmitte%|ea:db:35:cb:2b:49|106.187.117.209|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
jbrown2w|zay3ZBmmMvxBmitte%|26:5b:35:ab:aa:b4|95.160.208.1|1,121,3,6,15,119,252|
slane2x|zay6SDNX3Pmitte%|1d:13:f7:fa:e9:a7|42.179.21.167|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
bmccoy2y|zayVs1wW2duJumitte%|d9:76:d2:35:68:18|239.241.59.61||
jchapman2z|zay3QF1Jomitte%|83:b4:ac:ed:af:16|155.18.254.131|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10:Linux-3.0.15-919244-user:armv7l:SMDK4x12
kharper30|zayEa5Vp0gjLmitte%|12:74:68:a5:58:c8|90.14.208.30|1,3,6,15,119,252|
ckelly31|zayQGjwRqE38Mmitte%|f1:8f:89:6e:1c:5a|69.187.75.251|1,3,6,15,119,252|
bruiz32|zayfI7niGFi4vmitte%|88:41:0f:34:27:64|231.248.243.207||
dwright33|zayIYa4Uzmitte%|bd:53:91:52:4d:22|138.168.1.251|1,3,6,15,119,252|
knguyen34|zay08i60GhNSgmitte%|63:3e:79:f5:ed:b9|129.110.95.24|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
dmontgomery35|zayaBMQAa7cn6Fzmitte%|fe:84:e3:75:ba:4b|160.115.90.142|1,121,3,6,15,119,252|
bcarter36|zaynHTsrwlXmitte%|50:30:6a:ce:0d:d4|66.25.213.33|1,121,3,6,15,119,252|
jmoreno37|zayfxoW9HJtNh1Qmitte%|63:f7:f5:67:54:dc|238.150.243.178||
cgarrett38|zayjF0Pt3NW1VUHmitte%|39:2c:1d:cf:02:66|54.207.168.253|1,121,3,6,15,119,252|
jmitchell39|zayNKNcElAioK85mitte%|d4:2e:30:ab:47:1a|209.229.1.61|1,3,6,15,119,252|
sparker3a|zay7MwtOPeyimitte%|51:e5:6b:94:61:bf|89.244.62.248|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
tburke3b|zayPWr6Ebo1Kmitte%|4c:bb:4c:77:56:bc|180.138.26.99|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
vwarren3c|zaykwvG7knmitte%|28:14:80:05:47:52|123.31.242.15|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
trobertson3d|zayFsjlbC3GsRimitte%|cb:e4:22:97:ba:ed|21.193.252.245|1,121,3,6,15,119,252|
kstephens3e|zayswHGQCurjmitte%|ae:25:b3:8e:76:57|65.23.253.253||
jdiaz3f|zayUFVol8S9EcTCmitte%|ad:3f:72:0b:ba:2c|110.67.139.213|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10:Linux-3.0.8-perf:armv7l:LGE I BOARD MSM8X60
glong3g|zaymLv519mitte%|92:8f:db:93:a3:91|236.92.159.151|1,121,3,6,15,119,252|
agreen3h|zayc3m0Zf3V9fmitte%|8a:b9:9d:32:10:32|133.154.50.23|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
jwells3i|zayPA5tqS5vt7mitte%|40:44:8c:a1:7d:0b|226.53.51.157|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
mcoleman3j|zayk8UJUdOmitte%|51:9e:c7:01:db:75|122.123.87.26|1,121,3,6,15,119,252,95,44,46|
rperkins3k|zayAgY4uhw9YNmitte%|9a:83:73:c3:1a:cd|126.101.223.154|1,121,33,3,6,15,28,51,58,59,119|dhcpcd 4.0.15
sgarcia3l|zayFgs8ywULNgIcmitte%|95:3e:8b:bd:4f:bc|109.157.98.96|1,121,3,6,15,119,252|
rgarrett3m|zayN54JHiD4dmitte%|10:e7:f7:a0:e7:4e|167.212.167.246|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
rfreeman3n|zayHK83HXaYQmitte%|24:12:79:09:90:27|253.122.248.228||
dsanders3o|zayRZZo5rduofmitte%|72:97:31:38:e1:00|127.48.138.115|1,121,3,6,15,119,252|
awest3p|zay26JrfJmitte%|8f:f5:e4:83:55:5c|84.11.92.14|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
mwashington3q|zayern7LMmitte%|67:b0:37:71:6a:e6|108.183.201.131||
bwells3r|zayWhanEzWj2Fmitte%|15:04:8f:08:c1:07|34.222.121.125||
bmitchell3s|zay56uL205mitte%|12:70:48:5e:68:8f|90.10.51.92|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
slynch3t|zaytBXshTKDCmitte%|e5:b6:6a:79:fd:a0|127.156.127.111||
sburns3u|zayONSpWd0LVmitte%|6d:b6:ec:8c:1b:41|197.47.45.155|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
jhawkins3v|zaycTexr5TGTXqmitte%|50:8f:bf:db:cc:d6|115.128.231.90|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
jclark3w|zayvEdBRNDMWIqAmitte%|1a:d5:8a:f6:42:ca|40.1.208.88||
eparker3x|zaywZcmOEplJmitte%|c4:d1:f9:38:a1:bb|189.247.40.33||
ichavez3y|zayez2NoCmitte%|9d:d7:78:d6:d9:63|218.126.222.179||
jkim3z|zayoB9vS96cDmitte%|ac:04:38:f0:de:b3|138.1.49.216|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
mwatkins40|zayVIF90Uf7Hmitte%|0d:3c:85:a6:74:7a|21.230.5.239|1,121,3,6,15,119,252|
rcook41|zaypJeUl2TefZzdmitte%|4c:1f:a5:78:2c:ff|66.254.13.165|1,3,6,15,119,252|
rmason42|zay51TMgpE7M0mitte%|00:a1:a1:55:42:e9|60.176.251.76|1,121,3,6,15,119,252|
lweaver43|zayDZ4BIZwGBNKGmitte%|7f:da:d8:70:9c:df|202.0.32.192||
jdean44|zaywoeuPJY5zLMmitte%|c7:54:59:68:b6:13|104.98.65.80||
kmitchell45|zay5qTseuMCGmitte%|c6:67:97:47:48:94|17.163.29.46|1,3,6,15,119,252|
vreyes46|zayjvD7GsdNwimitte%|70:a8:35:ce:32:d2|236.227.186.50|1,28,2,121,15,6,12,40,41,42,26,119,3,121,249,33,252,42|
tjohnston47|zayvA9wyUTMomitte%|4f:f5:c6:7d:bc:de|236.244.74.238|1,33,3,6,15,28,51,58,59|
dmurphy48|zay4EkxvlUiI7smitte%|de:d3:8f:70:c3:d3|96.195.174.116|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
sgilbert49|zaycMa0FKdDqmitte%|4f:17:67:af:e6:60|73.5.187.50|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
vjordan4a|zayfa5UVzhQR1sImitte%|12:1c:a1:8d:84:5a|128.236.165.187|1,3,6,15,119,252|
tlong4b|zayYnYuvKxoeADmitte%|93:17:7b:e3:7c:6d|191.0.66.35||
bgilbert4c|zaylOVEWFG9mitte%|9d:34:c0:0f:f0:d8|172.85.8.120|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
dyoung4d|zayE3rJ2kS1mitte%|d4:9c:5c:5d:ef:70|52.246.198.45|1,3,6,15,119,252|
dwest4e|zayzu5qKYmitte%|17:09:1e:82:83:7c|204.131.247.67|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
fsimmons4f|zayzEs4wvFQSmitte%|6a:9f:89:73:29:80|48.79.45.214|1,15,3,6,44,46,47,31,33,121,249,252,43|MSFT 5.0
slane4g|zayMdUPkGq9tLmitte%|5a:ab:43:2a:78:79|169.78.249.39||
gprice4h|zay1xeby2FImitte%|6a:79:3b:e0:5d:21|31.210.96.30|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
joliver4i|zay9jxYC5jYQKmitte%|16:26:78:b1:8c:a3|69.58.22.4|1,3,4,6,12,15,28,42,43,66,67,60|ArubaInstantAP
hbradley4j|zayviteTI0Gmitte%|d3:80:bf:3a:34:97|104.16.160.122|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
chicks4k|zay1PXx7iZszXImitte%|af:74:76:d8:85:9e|137.83.176.231||
fpatterson4l|zayU1scofmitte%|fb:f4:05:06:ef:3d|23.2.38.126|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
hmoreno4m|zayP75MPZmitte%|8c:15:df:0e:f9:e3|75.92.83.157|1,121,3,6,15,119,252|
bhoward4n|zayocui2fmitte%|96:95:d0:b7:f3:f2|249.171.172.11||
rgray4o|zayjdiJHo4tGMmitte%|f6:0c:f6:7c:1c:ba|10.37.22.90|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
wcruz4p|zayCPsHkBOmitte%|8d:d5:4a:13:80:da|219.204.122.53|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
dhart4q|zayi9mcm8Amitte%|92:22:63:d4:51:50|160.112.56.166|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
mknight4r|zayqGhWvgmitte%|f6:e5:61:d4:d7:e3|119.158.108.199||
dvasquez4s|zaytRfxOd7lSmitte%|7c:e2:22:bc:15:c0|219.148.192.243|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
sgraham4t|zayExE3Zn1P2mitte%|39:0f:e6:a0:a0:25|17.232.105.171|1,3,6,15,31,33,43,44,46,47,121,249,252|MSFT 5.0
lchapman4u|zayo9hDgUo87mitte%|a8:8c:3b:fc:ca:ac|116.127.89.109||
lruiz4v|zayuuKsJrMJmitte%|c4:bf:4f:f6:44:df|167.251.76.89||
ccrawford4w|zay3t4V0mFNmitte%|c4:d2:91:67:65:ef|134.153.226.130|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
arose4x|zayd63XUrmitte%|20:06:6f:fc:5e:73|68.168.49.166|1,121,3,6,15,119,252|
pjohnson4y|zaysBdYmVMGpZVmitte%|0f:6a:4c:42:ea:da|207.242.152.225||
jcoleman4z|zayBL441q05jM4mitte%|8d:9b:a7:49:17:df|249.140.184.68|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
lhudson50|zayHoJSsymitte%|d0:b4:94:39:42:82|190.235.185.46|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
cpierce51|zayGWglLgYmitte%|79:ca:72:c0:ef:41|105.3.84.23|1,121,3,6,15,119,252|
swatkins52|zayzpzkqBWmitte%|6b:27:dc:b0:26:80|126.86.242.230|1,33,3,6,15,28,51,58,59|dhcpcd-5.2.10
tcarpenter53|zaygTVBwimitte%|53:6c:7d:0f:b5:74|76.142.50.138|1,3,6,15,119,95,252,44,46|
lfox54|zayoXNznOmitte%|7e:4b:bc:c6:24:6c|5.36.187.147|1,121,3,6,15,119,252|
karmstrong55|zayPHYfLDfzpmitte%|f3:e3:10:48:c5:f7|92.11.83.220|1,121,3,6,15,119,252|
cphillips56|zay2dZ1Hu19PCIgmitte%|df:ca:c2:8c:49:32|220.240.224.157|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
treid57|zayGyf9ygRA2wsmitte%|14:69:48:9a:e4:08|44.16.238.43||
pbell58|zayD3rYppymitte%|7b:80:2f:97:27:25|31.245.71.92|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
shicks59|zay83Njuamitte%|28:84:2b:ac:95:ad|24.153.86.221||
hwatkins5a|zayGcVWOqmitte%|68:16:05:39:b6:d2|35.103.63.44|1,3,6,15,119,252|
jcox5b|zayT7Oo1pFw6BXmitte%|25:1b:ac:cf:4e:e4|161.172.22.71|1,3,6,15,119,95,252,44,46|
fgarza5c|zayFDCZFo8mitte%|be:3b:d9:9b:59:ef|246.135.172.54||
tlarson5d|zayYkmNAXKjPmitte%|a1:74:10:5c:dc:51|116.32.243.107|1,121,3,6,15,119,252|
lfranklin5e|zaynbTZ2Zmitte%|f1:4d:f2:83:e4:ba|217.9.194.146||
crivera5f|zayKJ1zlxmitte%|c0:8d:c9:65:b8:64|24.183.226.243||
aclark5g|zayw90zGkxikmitte%|6b:b9:11:00:b0:8d|223.221.91.48|1,3,6,15,119,252|
jhayes5h|zayamEtHImitte%|e3:ae:2b:1f:68:d2|95.199.252.61|1,3,6,15,119,95,252,44,46|
pbaker5i|zayQEbfp3vTemitte%|4c:b4:db:7f:f7:3e|200.180.4.243|1,121,3,6,15,119,252|
kramirez5j|zayPzYz7XhFNXjmitte%|65:87:ef:ab:6d:24|68.71.201.106|1,3,6,15,26,28,51,58,59|android-dhcp-6.0
tbaker5k|zayvNp7FtCfBxmitte%|6b:1c:02:a6:dc:40|74.221.142.54|1,121,3,6,15,119,252|
psanders5l|zayldSVrUT8zxlmitte%|e5:25:38:c3:80:ba|53.130.165.47|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
lgardner5m|zayMTEJKrMmitte%|73:c3:22:e3:bc:7d|12.236.108.231|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
tfranklin5n|zayicM4xHXmitte%|bf:f6:40:22:8a:40|238.33.159.218|1,15,3,6,44,46,47,31,33,121,249,43|MSFT 5.0
jcoleman5o|zayoZg1eETOmitte%|db:fc:7f:0c:0b:52|92.67.42.94|1,33,3,6,15,26,28,51,58,59|dhcpcd-5.5.6
clarson5p|zayXirhZfmitte%|29:40:73:56:2d:f2|194.211.194.227||
cbarnes5q|zayHTELSHxQIkmitte%|37:4f:fd:5f:93:e8|235.240.194.18|1,121,3,6,15,119,252|
dalexander5r|zayCYKpuhfke8Uzmitte%|6d:61:66:cb:8d:d1|67.44.171.55|1,3,6,15,119,252|
smorales5s|zay17YTz8J62mitte%|40:10:48:b2:30:bd|12.104.5.225|1,33,3,6,15,28,51,58,59|dhcpcd-5.5.6
areid5t|zayI3lp4MVJmitte%|dd:de:5f:ee:0a:58|48.100.114.69||
hgibson5u|zayolZsXxxkmitte%|26:21:d8:99:2f:f9|174.57.37.184|1,121,3,6,15,119,252|
ajohnson5v|zay611TnD26MSmitte%|c2:47:df:35:4d:03|119.152.243.169|1,121,3,6,15,119,252|
